"name";"type";"url";"likely_already_qms";"likely_qms_layers";"overlay";"license_url";"attribution_text";"attribution_url";"available_projections";"id"
"South Tyrol Orthofoto 2014";"tms";"http://geoservices.buergernetz.bz.it/geoserver/gwc/service/wmts/?SERVICE=WMTS&REQUEST=GetTile&VERSION=1.0.0&LAYER=P_BZ_OF_2014_EPSG3857&STYLE=default&TILEMATRIXSET=GoogleMapsCompatible&TILEMATRIX=GoogleMapsCompatible%3A{zoom}&TILEROW={y}&TILECOL={x}&FORMAT=image%2Fjpeg";"False";"[]";"";"";"© Autonomen Provinz Bozen/Provincia Autonoma di Bolzano CC-BY 3.0";"http://geoservices.buergernetz.bz.it/geokatalog/";"";"South-Tyrol-Orthofoto2014"
"South Tyrol Topomap";"tms";"http://geoservices.buergernetz.bz.it/geoserver/gwc/service/wmts/?SERVICE=WMTS&REQUEST=GetTile&VERSION=1.0.0&LAYER=P_BZ_BASEMAP_TOPO&STYLE=default&TILEMATRIXSET=GoogleMapsCompatible&TILEMATRIX=GoogleMapsCompatible%3A{zoom}&TILEROW={y}&TILECOL={x}&FORMAT=image%2Fjpeg";"False";"[]";"";"";"© Autonomen Provinz Bozen/Provincia Autonoma di Bolzano";"http://geoservices.buergernetz.bz.it/geokatalog/";"";"South-Tyrol-Topomap"
"Lithuania - NŽT ORT10LT";"tms";"http://mapproxy.openmap.lt/ort10lt/g/{zoom}/{x}/{y}.jpeg";"False";"[]";"";"";"NŽT ORT10LT";"http://www.geoportal.lt";"";"ORT10LT"
"Luxembourg Geoportail Basemap";"tms";"https://{switch:wmts3,wmts4}.geoportail.lu/opendata/wmts/basemap/GLOBAL_WEBMERCATOR_4_V3/{zoom}/{x}/{y}.png";"False";"[]";"";"https://data.public.lu/en/datasets/carte-de-base-webservices-wms-et-wmts/";"Administration du Cadastre et de la Topographie";"https://data.public.lu/en/datasets/carte-de-base-webservices-wms-et-wmts/";"";"lu.geoportail.opendata.basemap"
"Luxembourg Geoportail Cadastre";"tms";"https://{switch:wmts3,wmts4}.geoportail.lu/opendata/wmts/cadastre/GLOBAL_WEBMERCATOR_4_V3/{zoom}/{x}/{y}.png";"False";"[]";"";"https://data.public.lu/en/datasets/plan-cadastral-numerise-pcn-webservices-wms-et-wmts/";"Administration du Cadastre et de la Topographie";"https://data.public.lu/en/datasets/plan-cadastral-numerise-pcn-webservices-wms-et-wmts/";"";"lu.geoportail.opendata.cadastre"
"Luxembourg Geoportail Ortho 2010";"tms";"https://{switch:wmts3,wmts4}.geoportail.lu/opendata/wmts/ortho_2010/GLOBAL_WEBMERCATOR_4_V3/{zoom}/{x}/{y}.jpeg";"False";"[]";"";"https://data.public.lu/en/datasets/bd-l-ortho-webservices-wms-et-wmts";"Administration du Cadastre et de la Topographie";"https://data.public.lu/en/datasets/bd-l-ortho-webservices-wms-et-wmts";"";"lu.geoportail.opendata.ortho2010"
"Luxembourg Geoportail Ortho 2013";"tms";"https://{switch:wmts3,wmts4}.geoportail.lu/opendata/wmts/ortho_2013/GLOBAL_WEBMERCATOR_4_V3/{zoom}/{x}/{y}.jpeg";"False";"[]";"";"https://data.public.lu/en/datasets/bd-l-ortho-webservices-wms-et-wmts";"Administration du Cadastre et de la Topographie";"https://data.public.lu/en/datasets/bd-l-ortho-webservices-wms-et-wmts";"";"lu.geoportail.opendata.ortho2013"
"Luxembourg Geoportail Topographical Map";"tms";"https://{switch:wmts3,wmts4}.geoportail.lu/opendata/wmts/topo/GLOBAL_WEBMERCATOR_4_V3/{zoom}/{x}/{y}.png";"False";"[]";"";"https://data.public.lu/en/datasets/cartes-topographiques-services-wms-et-wmts/";"Administration du Cadastre et de la Topographie";"https://data.public.lu/en/datasets/cartes-topographiques-services-wms-et-wmts/";"";"lu.geoportail.opendata.topo"
"20cm ortho - Coastline";"wms";"http://www.gisnet.lv/cgi-bin/osm_latvia?FORMAT=image/jpeg&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&Layers=piekraste&SRS={proj}&WIDTH={width}&height={height}&BBOX={bbox}";"False";"[]";"";"";"Piekrastes ortofoto, 2007, © Latvijas vides aizsardzības fonds";"";"";"Latvia-ortho-Coastline-20cm"
"50cm ortho - Latvia";"wms";"http://www.gisnet.lv/cgi-bin/osm_latvia?FORMAT=image/jpeg&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&Layers=ortobildes&SRS={proj}&WIDTH={width}&height={height}&BBOX={bbox}";"False";"[]";"";"";"Ortofoto 1:10000, 2007.-2008. gads, © Latvijas Ģeotelpiskās informācijas aģentūra";"";"";"Latvia-ortho-50cm"
"USSR - Latvia";"wms";"http://www.gisnet.lv/cgi-bin/topo?FORMAT=image/jpeg&VERSION=1.1.1&service=WMS&REQUEST=GetMap&LAYERS=DTO,DTC,DIVDPTC,PD,VS,DS,PS,M&SRS={proj}&WIDTH={width}&height={height}&BBOX={bbox}";"False";"[]";"";"";"";"";"";"USSR-Latvia"
"Geoportal.gov.pl (Orthophotomap)";"tms";"http://wms.misek.pl/geoportal.orto/tms/{zoom}/{x}/{y}";"False";"[]";"";"";"Copyright © Główny Urząd Geodezji i Kartografii.";"";"";"Geoportal-PL-aerial_image"
"Freemap.sk Car";"tms";"http://t{switch:1,2,3,4}.freemap.sk/A/{zoom}/{x}/{y}.jpeg";"False";"[]";"";"";"Copyright ©2007-2012 Freemap Slovakia (www.freemap.sk). Some rights reserved.";"";"";"Freemap.sk-Car"
"Freemap.sk Cyclo";"tms";"http://t{switch:1,2,3,4}.freemap.sk/C/{zoom}/{x}/{y}.jpeg";"False";"[]";"";"";"Copyright ©2007-2012 Freemap Slovakia (www.freemap.sk). Some rights reserved.";"";"";"Freemap.sk-Cyclo"
"Freemap.sk Hiking";"tms";"http://t{switch:1,2,3,4}.freemap.sk/T/{zoom}/{x}/{y}.jpeg";"False";"[]";"";"";"Copyright ©2007-2012 Freemap Slovakia (www.freemap.sk). Some rights reserved.";"";"";"Freemap.sk-Hiking"
"Freemap.sk Ski";"tms";"http://t{switch:1,2,3,4}.freemap.sk/K/{zoom}/{x}/{y}.jpeg";"False";"[]";"";"";"Copyright ©2007-2012 Freemap Slovakia (www.freemap.sk). Some rights reserved.";"";"";"Freemap.sk-Ski"
"Slovakia Historic Maps";"tms";"http://tms.freemap.sk/historicke/{zoom}/{x}/{y}.png";"False";"[]";"";"";"";"";"";"Slovakia-Historic-Maps"
"imagico.de OSM images for mapping: Bouvet Island";"tms";"http://imagico.de/map/osmim_tiles.php?layer=LC81800982013291LGN00&z={zoom}&x={x}&y={-y}";"False";"[]";"";"";"imagico.de OSM images for mapping";"http://maps.imagico.de/#osmim";"";"osmim-imagicode-LC81800982013291LGN00"
"British Columbia Mosaic";"tms";"http://{switch:a,b,c,d}.imagery.paulnorman.ca/tiles/bc_mosaic/{zoom}/{x}/{y}.png";"False";"[]";"";"";"Copyright Province of British Columbia, City of Surrey";"http://imagery.paulnorman.ca/tiles/about.html";"";"British_Columbia_Mosaic"
"Canvec";"wms";"http://wms.sst-sw.rncan.gc.ca/wms/toporama_fr?REQUEST=GetMap&SERVICE=wms&VERSION=1.1.1&EXCEPTIONS=application/vnd.ogc.se_inimage&SRS={proj}&FORMAT=image/png&transparent=true&layers=SCW-Toporama&WIDTH={width}&height={height}&BBOX={bbox}";"False";"[]";"";"";"";"";"[u'EPSG:4326', u'EPSG:900913']";"Canvec"
"Geobase Hydrography";"wms";"http://ows.geobase.ca/wms/geobase_en?service=wms&request=GetMap&version=1.1.1&SRS={proj}&style=&format=image/png&transparent=true&layers=nhn:hydrography,nhn:network&WIDTH={width}&height={height}&BBOX={bbox}";"False";"[]";"";"";"";"";"[u'EPSG:4326', u'EPSG:900913']";"Geobase_Hydrography"
"Geobase Roads";"wms";"http://ows.geobase.ca/wms/geobase_en?service=wms&request=GetMap&version=1.1.1&SRS={proj}&style=&format=image/png&transparent=true&layers=nrn:addressrange,nrn:streetnames,nrn:streetnames:streetnames_primary,nrn:streetnames:streetnames_secondary,nrn:streetnames:streetnames_other,nhn:hydrography,nrn:roadnetwork&WIDTH={width}&height={height}&BBOX={bbox}";"False";"[]";"";"";"";"";"[u'EPSG:4326', u'EPSG:900913']";"Geobase_Roads"
"Kelowna 2012";"tms";"http://{switch:a,b,c,d}.tile.paulnorman.ca/kelowna2012/{zoom}/{x}/{y}.png";"False";"[]";"";"http://opendatacommons.org/licenses/pddl/summary/";"";"";"";"kelowna_2012"
"Kelowna Roads overlay";"tms";"http://{switch:a,b,c,d}.tile.paulnorman.ca/kelowna_overlay/{zoom}/{x}/{y}.png";"False";"[]";"True";"http://opendatacommons.org/licenses/pddl/summary/";"";"";"";"kelowna_roads"
"Latest southwest British Columbia Landsat";"tms";"http://{switch:a,b,c,d}.tile.paulnorman.ca/landsat_047026/{zoom}/{x}/{y}.png";"False";"[]";"";"Public Domain";"";"";"";"landsat_047026"
"imagico.de OSM images for mapping: Eastern Devon Island coast";"tms";"http://imagico.de/map/osmim_tiles.php?layer=LC80360072014245LGN00&z={zoom}&x={x}&y={-y}";"False";"[]";"";"";"imagico.de OSM images for mapping";"http://maps.imagico.de/#osmim";"";"osmim-imagicode-LC80360072014245LGN00"
"imagico.de OSM images for mapping: Northern Ellesmere Island";"tms";"http://imagico.de/map/osmim_tiles.php?layer=nellesmere_ast&z={zoom}&x={x}&y={-y}";"False";"[]";"";"";"imagico.de OSM images for mapping";"http://maps.imagico.de/#osmim";"";"osmim-imagicode-nellesmere_ast"
"imagico.de OSM images for mapping: Qasigiannguit";"tms";"http://imagico.de/map/osmim_tiles.php?layer=DMS_1142622_03746_20110415_17533956&z={zoom}&x={x}&y={-y}";"False";"[]";"";"";"imagico.de OSM images for mapping";"http://maps.imagico.de/#osmim";"";"osmim-imagicode-DMS_1142622_03746_20110415_17533956"
"imagico.de OSM images for mapping: Thule Air Base";"tms";"http://imagico.de/map/osmim_tiles.php?layer=DMS_1142636_160xx_20110507_1822xxxx&z={zoom}&x={x}&y={-y}";"False";"[]";"";"";"imagico.de OSM images for mapping";"http://maps.imagico.de/#osmim";"";"osmim-imagicode-DMS_1142636_160xx_20110507_1822xxxx"
"imagico.de OSM images for mapping: Greenland mosaic";"tms";"http://imagico.de/map/osmim_tiles.php?layer=greenland&z={zoom}&x={x}&y={-y}";"False";"[]";"";"";"imagico.de OSM images for mapping";"http://maps.imagico.de/#osmim";"";"osmim-imagicode-greenland"
"imagico.de OSM images for mapping: May 2013 off-nadir Landsat";"tms";"http://imagico.de/map/osmim_tiles.php?layer=ls_polar&z={zoom}&x={x}&y={-y}";"False";"[]";"";"";"imagico.de OSM images for mapping";"http://maps.imagico.de/#osmim";"";"osmim-imagicode-ls_polar"
"imagico.de OSM images for mapping: Northern Greenland ASTER";"tms";"http://imagico.de/map/osmim_tiles.php?layer=ngreenland_ast&z={zoom}&x={x}&y={-y}";"False";"[]";"";"";"imagico.de OSM images for mapping";"http://maps.imagico.de/#osmim";"";"osmim-imagicode-ngreenland_ast"
"Imagerie Drone (Haiti)";"tms";"http://wms.openstreetmap.fr/tms/1.0.0/iomhaiti/{zoom}/{x}/{y}";"True";"[u'http://a.tile.openstreetmap.fr/osmfr/{z}/{x}/{y}.png', u'http://a.tile.openstreetmap.fr/hot/{z}/{x}/{y}.png']";"";"";"";"";"";"Haiti-Drone"
"MSR Maps Topo";"wms";"http://msrmaps.com/ogcmap.ashx?version=1.1.1&request=GetMap&Layers=drg&styles=&format=image/jpeg&srs={proj}&width={width}&height={height}&bbox={bbox}";"False";"[]";"";"";"";"";"[u'EPSG:26904', u'EPSG:26905', u'EPSG:26906', u'EPSG:26907', u'EPSG:26908', u'EPSG:26909', u'EPSG:26910', u'EPSG:26911', u'EPSG:26913', u'EPSG:26914', u'EPSG:26915', u'EPSG:26916', u'EPSG:26917', u'EPSG:26918', u'EPSG:26919', u'EPSG:26920', u'EPSG:4326', u'USDA:ALBERS-US', u'USDA:ALBERS-AK']";"MSR_Maps-Topo"
"MSR Maps Urban";"wms";"http://msrmaps.com/ogcmap.ashx?version=1.1.1&request=GetMap&Layers=urbanarea&styles=&format=image/jpeg&srs={proj}&width={width}&height={height}&bbox={bbox}";"False";"[]";"";"";"";"";"[u'EPSG:26904', u'EPSG:26905', u'EPSG:26906', u'EPSG:26907', u'EPSG:26908', u'EPSG:26909', u'EPSG:26910', u'EPSG:26911', u'EPSG:26913', u'EPSG:26914', u'EPSG:26915', u'EPSG:26916', u'EPSG:26917', u'EPSG:26918', u'EPSG:26919', u'EPSG:26920', u'EPSG:4326', u'USDA:ALBERS-US', u'USDA:ALBERS-AK']";"MSR_Maps-Urban"
"TIGER 2012 Roads Overlay";"tms";"http://{switch:a,b,c}.tile.openstreetmap.us/tiger2012_roads_expanded/{zoom}/{x}/{y}.png";"False";"[]";"True";"";"";"";"";"OSM-US-TIGER-Roads_Overlay-2012"
"New & Misaligned TIGER Roads";"tms";"http://{switch:a,b,c}.tiles.mapbox.com/v4/enf.e0b8291e/{zoom}/{x}/{y}.png?access_token=pk.eyJ1Ijoib3BlbnN0cmVldG1hcCIsImEiOiJhNVlHd29ZIn0.ti6wATGDWOmCnCYen-Ip7Q";"True";"[u'http://api.tiles.mapbox.com/v4/mapbox.light/{z}/{x}/{y}.png?access_token=pk.eyJ1IjoibWFwYm94IiwiYSI6IlhHVkZmaW8ifQ.hAMX5hSW-QnTeRCMAy9A8Q', u'https://api.mapbox.com/v4/mapbox.satellite/{z}/{x}/{y}.png?access_token=pk.eyJ1IjoiaGFzdCIsImEiOiJjaWZlemZzcXgwMGZidGprbnB2cDlhM2ZmIn0.tGGwfSOhjensuUsfMOIY7A']";"True";"";"";"";"";"New_and_Misaligned_TIGER_Roads-2013"
"U.S. Forest Service roads";"tms";"http://osm.cycle.travel/forest/{zoom}/{x}/{y}.png";"False";"[]";"";"";"";"";"";"US_Forest_Service_roads"
"USGS Large Scale Imagery";"tms";"http://{switch:a,b,c}.tile.openstreetmap.us/usgs_large_scale/{zoom}/{x}/{y}.jpg";"False";"[]";"";"";"";"";"";"USGS-Large_Scale"
"USGS Topographic Maps";"tms";"http://{switch:a,b,c}.tile.openstreetmap.us/usgs_scanned_topos/{zoom}/{x}/{y}.png";"False";"[]";"";"";"";"";"";"USGS-Scanned_Topographic"
"Delaware 2012 Orthophotography";"tms";"http://whoots.mapwarper.net/tms/{zoom}/{x}/{y}/0/https://firstmap.delaware.gov/arcgis/services/DE_Imagery/DE_Imagery_2012/ImageServer/WMSServer";"False";"[]";"";"";"Digital Aerial Solutions, LLC";"https://firstmap.delaware.gov/arcgis/rest/services/DE_Imagery/DE_Imagery_2012/ImageServer";"";"Delaware2012Orthophotography"
"MD 2014 6 Inch Aerial Imagery";"tms";"http://whoots.mapwarper.net/tms/{zoom}/{x}/{y}/MD_SixInchImagery/http://geodata.md.gov/imap/services/Imagery/MD_SixInchImagery/MapServer/WmsServer";"False";"[]";"";"";"DoIT, MD iMap, MDP";"http://imap.maryland.gov/Pages/imagery-products.aspx";"";"geodata.md.gov-MD_SixInchImagery"
"MD Three Inch Aerial Imagery";"wms";"http://geodata.md.gov/imap/services/Imagery/MD_ThreeInchImagery/MapServer/WmsServer?FORMAT=image/jpeg&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&LAYERS=MD_ThreeInchImagery&STYLES=&SRS={proj}&WIDTH={width}&HEIGHT={height}&BBOX={bbox}";"False";"[]";"";"";"DoIT, MD iMap, MDP";"http://imap.maryland.gov/Pages/imagery-products.aspx";"[u'EPSG:2248', u'EPSG:3857', u'EPSG:4326', u'EPSG:26985']";"geodata.md.gov-MD_ThreeInchImagery"
"MD Transportation Basemap";"tms";"http://whoots.mapwarper.net/tms/{zoom}/{x}/{y}/MD_ColorBasemap/http://geodata.md.gov/imap/services/Transportation/MD_ColorBasemap/MapServer/WmsServer";"False";"[]";"";"";"DoIT, MD iMap, MDP";"http://imap.maryland.gov/Pages/imagery-products.aspx";"";"geodata.md.gov-MD_ColorBasemap"
"NC Latest Orthoimagery";"wms";"http://services.nconemap.com/arcgis/services/Imagery/Orthoimagery_Latest/ImageServer/WMSServer?FORMAT=image/jpeg&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&LAYERS=Orthoimagery_Latest&STYLES=&SRS={proj}&WIDTH={width}&HEIGHT={height}&BBOX={bbox}";"False";"[]";"";"";"";"";"[u'EPSG:2264', u'EPSG:2264', u'EPSG:3358', u'EPSG:3359', u'EPSG:3404', u'EPSG:3631', u'EPSG:3632', u'EPSG:3857', u'EPSG:4326', u'EPSG:26917', u'EPSG:32019', u'EPSG:32119', u'EPSG:102100']";"NC-US"
"NJ 2015 Aerial Imagery (Infrared)";"tms";"http://whoots.mapwarper.net/tms/{zoom}/{x}/{y}/Infrared2015/http://geodata.state.nj.us/imagerywms/Infrared2015";"False";"[]";"";"";"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)";"https://njgin.state.nj.us/NJ_NJGINExplorer/ShowMetadata.jsp?docId={E30775F2-6370-4525-8E68-C371ED29BBB3}";"";"geodata.state.nj.us-Infrared2015"
"NJ 2015 Aerial Imagery (Natural Color)";"tms";"http://whoots.mapwarper.net/tms/{zoom}/{x}/{y}/Natural2015/http://geodata.state.nj.us/imagerywms/Natural2015";"False";"[]";"";"";"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)";"https://njgin.state.nj.us/NJ_NJGINExplorer/ShowMetadata.jsp?docId={CDC67AB8-ADA1-4B4B-9087-67A82CB9151C}";"";"geodata.state.nj.us-Natural2015"
"imagico.de OSM images for mapping: Alaska Range";"tms";"http://imagico.de/map/osmim_tiles.php?layer=LC80700162014211LGN00&z={zoom}&x={x}&y={-y}";"False";"[]";"";"";"imagico.de OSM images for mapping";"http://maps.imagico.de/#osmim";"";"osmim-imagicode-LC80700162014211LGN00"
"Philadelphia 2015 Imagery";"wms";"http://maps.pasda.psu.edu/arcgis/services/pasda/PhiladelphiaImagery2015/MapServer/WmsServer?FORMAT=image/jpeg&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&LAYERS=1&STYLES=&SRS={proj}&WIDTH={width}&HEIGHT={height}&BBOX={bbox}";"False";"[]";"";"";"";"http://www.pasda.psu.edu/";"[u'EPSG:2272', u'EPSG:3857', u'EPSG:4326']";"Philadelphia2015Imagery"
"Texas Orthophoto";"tms";"https://txgi.tnris.org/login/path/ecology-fiona-poem-romeo/wmts?SERVICE=WMTS&REQUEST=GetTile&VERSION=1.0.0&LAYER=texas&STYLE=&FORMAT=image/png&tileMatrixSet=0to20&tileMatrix=0to20:{zoom}&tileRow={y}&tileCol={x}";"False";"[]";"";"";"";"https://tnris.org/maps-and-data/online-mapping-services/";"";"tnris.org"
"2013 aerial imagery for San Juan County WA";"tms";"http://sjcgis.org/arcgis/rest/services/Basemaps/Aerials_2013_WM/MapServer/tile/{zoom}/{y}/{x}";"False";"[]";"";"";"";"";"";"sjcgis.org-Aerials_2013_WM"
"Vector Streetmap for San Juan County WA";"tms";"http://sjcgis.org/arcgis/rest/services/Basemaps/General_Basemap_WM/MapServer/tile/{zoom}/{y}/{x}";"False";"[]";"";"";"";"";"";"sjcgis.org-General_Basemap_WM"
"IBGE Distrito Federal";"tms";"https://api.mapbox.com/styles/v1/wille/cirnnxni1000jg8nfppc8g7pm/tiles/256/{zoom}/{x}/{y}?access_token=pk.eyJ1Ijoid2lsbGUiLCJhIjoicFNVWk5VWSJ9.hluCd0YGvYHNlFi_utWe2g";"True";"[u'http://api.tiles.mapbox.com/v4/mapbox.light/{z}/{x}/{y}.png?access_token=pk.eyJ1IjoibWFwYm94IiwiYSI6IlhHVkZmaW8ifQ.hAMX5hSW-QnTeRCMAy9A8Q', u'https://api.mapbox.com/v4/mapbox.satellite/{z}/{x}/{y}.png?access_token=pk.eyJ1IjoiaGFzdCIsImEiOiJjaWZlemZzcXgwMGZidGprbnB2cDlhM2ZmIn0.tGGwfSOhjensuUsfMOIY7A']";"True";"";"";"";"";"IBGE_DF_Addresses"
"IBGE Mapa de Setores Rurais";"tms";"http://{switch:a,b,c}.tiles.mapbox.com/v4/tmpsantos.i00mo1kj/{zoom}/{x}/{y}.png?access_token=pk.eyJ1Ijoib3BlbnN0cmVldG1hcCIsImEiOiJncjlmd0t3In0.DmZsIeOW-3x-C5eX-wAqTw";"True";"[u'http://api.tiles.mapbox.com/v4/mapbox.light/{z}/{x}/{y}.png?access_token=pk.eyJ1IjoibWFwYm94IiwiYSI6IlhHVkZmaW8ifQ.hAMX5hSW-QnTeRCMAy9A8Q', u'https://api.mapbox.com/v4/mapbox.satellite/{z}/{x}/{y}.png?access_token=pk.eyJ1IjoiaGFzdCIsImEiOiJjaWZlemZzcXgwMGZidGprbnB2cDlhM2ZmIn0.tGGwfSOhjensuUsfMOIY7A']";"";"https://wiki.openstreetmap.org/wiki/IBGE_Tile_Layer";"";"";"";"IBGE_Setores_Rurais"
"IBGE Mapa de Setores Urbanos";"tms";"http://{switch:a,b,c}.tiles.mapbox.com/v4/tmpsantos.hgda0m6h/{zoom}/{x}/{y}.png?access_token=pk.eyJ1Ijoib3BlbnN0cmVldG1hcCIsImEiOiJncjlmd0t3In0.DmZsIeOW-3x-C5eX-wAqTw";"True";"[u'http://api.tiles.mapbox.com/v4/mapbox.light/{z}/{x}/{y}.png?access_token=pk.eyJ1IjoibWFwYm94IiwiYSI6IlhHVkZmaW8ifQ.hAMX5hSW-QnTeRCMAy9A8Q', u'https://api.mapbox.com/v4/mapbox.satellite/{z}/{x}/{y}.png?access_token=pk.eyJ1IjoiaGFzdCIsImEiOiJjaWZlemZzcXgwMGZidGprbnB2cDlhM2ZmIn0.tGGwfSOhjensuUsfMOIY7A']";"";"https://wiki.openstreetmap.org/wiki/IBGE_Tile_Layer";"";"";"";"IBGE_Setores_Urbanos"
"Rio Mosaic 2013";"wms";"http://geo.rio.rj.gov.br/ArcGIS/services/Imagens/Mosaico_2013/MapServer/WMSServer?FORMAT=image/jpeg&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&LAYERS=1&STYLES=&SRS={proj}&WIDTH={width}&HEIGHT={height}&BBOX={bbox}";"False";"[]";"";"http://data.rio/about";"Instituto Pereira Passos - Prefeitura da Cidade do Rio de Janeiro.";"http://pgeo3.rio.rj.gov.br/arcgis/rest/services/Imagens/Mosaico_2013_UTM/MapServer";"[u'EPSG:4326', u'EPSG:29193']";"rio2013"
"Rio Mosaic 2015";"wms";"http://pgeo3.rio.rj.gov.br/arcgis/services/Imagens/Mosaico_2015_UTM/MapServer/WmsServer?FORMAT=image/jpeg&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&LAYERS=0&STYLES=&SRS={proj}&WIDTH={width}&HEIGHT={height}&BBOX={bbox}";"False";"[]";"";"http://data.rio/about";"Instituto Pereira Passos - Prefeitura da Cidade do Rio de Janeiro.";"http://pgeo3.rio.rj.gov.br/arcgis/rest/services/Imagens/Mosaico_2015_UTM/MapServer";"[u'EPSG:4326', u'EPSG:29193']";"rio2015"
"imagico.de OSM images for mapping: Isla Londonderry";"tms";"http://imagico.de/map/osmim_tiles.php?layer=LC82280982013259LGN00&z={zoom}&x={x}&y={-y}";"False";"[]";"";"";"imagico.de OSM images for mapping";"http://maps.imagico.de/#osmim";"";"osmim-imagicode-LC82280982013259LGN00"
"imagico.de OSM images for mapping: Volcán Calbuco";"tms";"http://imagico.de/map/osmim_tiles.php?layer=LC82330892016031LGN00&z={zoom}&x={x}&y={-y}";"False";"[]";"";"";"imagico.de OSM images for mapping";"http://maps.imagico.de/#osmim";"";"osmim-imagicode-LC82330892016031LGN00"
"imagico.de OSM images for mapping: El Altar";"tms";"http://imagico.de/map/osmim_tiles.php?layer=AST_L1T_00302052007154424_20150518041444_91492&z={zoom}&x={x}&y={-y}";"False";"[]";"";"";"imagico.de OSM images for mapping";"http://maps.imagico.de/#osmim";"";"osmim-imagicode-AST_L1T_00302052007154424_20150518041444_91492"
"imagico.de OSM images for mapping: Leskov Island ASTER";"tms";"http://imagico.de/map/osmim_tiles.php?layer=AST_L1T_00311162013112731_20150618142416_109190&z={zoom}&x={x}&y={-y}";"False";"[]";"";"";"imagico.de OSM images for mapping";"http://maps.imagico.de/#osmim";"";"osmim-imagicode-AST_L1T_00311162013112731_20150618142416_109190"
"imagico.de OSM images for mapping: Scott Island";"tms";"http://imagico.de/map/osmim_tiles.php?layer=LC80611072014036LGN00&z={zoom}&x={x}&y={-y}";"False";"[]";"";"";"imagico.de OSM images for mapping";"http://maps.imagico.de/#osmim";"";"osmim-imagicode-LC80611072014036LGN00"
"imagico.de OSM images for mapping: Leskov Island Landsat";"tms";"http://imagico.de/map/osmim_tiles.php?layer=LC81991002015286LGN00&z={zoom}&x={x}&y={-y}";"False";"[]";"";"";"imagico.de OSM images for mapping";"http://maps.imagico.de/#osmim";"";"osmim-imagicode-LC81991002015286LGN00"
"imagico.de OSM images for mapping: Clerke Rocks";"tms";"http://imagico.de/map/osmim_tiles.php?layer=LC82050982015344LGN00&z={zoom}&x={x}&y={-y}";"False";"[]";"";"";"imagico.de OSM images for mapping";"http://maps.imagico.de/#osmim";"";"osmim-imagicode-LC82050982015344LGN00"
"imagico.de OSM images for mapping: Shag Rocks";"tms";"http://imagico.de/map/osmim_tiles.php?layer=LC82100972015347LGN00&z={zoom}&x={x}&y={-y}";"False";"[]";"";"";"imagico.de OSM images for mapping";"http://maps.imagico.de/#osmim";"";"osmim-imagicode-LC82100972015347LGN00"
"imagico.de OSM images for mapping: Panama Canal";"tms";"http://imagico.de/map/osmim_tiles.php?layer=S2A_R111_N09_20160604T154554&z={zoom}&x={x}&y={-y}";"False";"[]";"";"";"imagico.de OSM images for mapping";"http://maps.imagico.de/#osmim";"";"osmim-imagicode-S2A_R111_N09_20160604T154554"
"imagico.de OSM images for mapping: Willkanuta Mountains and Quelccaya Ice Cap";"tms";"http://imagico.de/map/osmim_tiles.php?layer=S2A_R039_S15_20160510T145731&z={zoom}&x={x}&y={-y}";"False";"[]";"";"";"imagico.de OSM images for mapping";"http://maps.imagico.de/#osmim";"";"osmim-imagicode-S2A_R039_S15_20160510T145731"
"Landsat 233055";"tms";"http://{switch:a,b,c,d}.tile.paulnorman.ca/landsat_233055/{zoom}/{x}/{y}.png";"False";"[]";"";"Public Domain";"";"";"";"landsat_233055"
"Bing aerial imagery";"bing";"http://www.bing.com/maps/";"False";"[]";"";"";"";"";"";"Bing"
"Hike & Bike";"tms";"http://{switch:a,b,c}.tiles.wmflabs.org/hikebike/{zoom}/{x}/{y}.png";"True";"[u'http://a.tiles.wmflabs.org/bw-mapnik/{z}/{x}/{y}.png', u'http://a.tiles.wmflabs.org/bw-mapnik/{z}/{x}/{y}.png', u'http://a.tiles.wmflabs.org/osm-no-labels/{z}/{x}/{y}.png', u'http://a.tiles.wmflabs.org/osm/{z}/{x}/{y}.png']";"";"";"© OpenStreetMap contributors";"https://www.openstreetmap.org/copyright";"";"hike_n_bike"
"Landsat";"wms";"http://irs.gis-lab.info/?layers=landsat&SRS={proj}&WIDTH={width}&HEIGHT={height}&BBOX={bbox}";"False";"[]";"";"";"";"";"[u'NASA:4326', u'EPSG:32641', u'EPSG:3857', u'EPSG:3785', u'EPSG:32642', u'EPSG:32640', u'EPSG:4326', u'EPSG:900913', u'EPSG:3395', u'EPSG:32639', u'EPSG:32638', u'EPSG:32637', u'EPSG:32636', u'EPSG:32635']";"landsat"
